Name,Furniture Type,Material,Color,Feel,Is_Accessory,Dimensions (cm)
Wood Chair Model 2485,Chair,Wood,Oak Finish,Rustic,FALSE,191x33x104
Marble Nightstand Model 5287,Nightstand,Marble,Oak Finish,Bohemian,FALSE,18x58x44
Bamboo Sofa Model 4915,Sofa,Bamboo,Red,Japanese,TRUE,195x180x150
Aluminum Bookshelf Model 6943,Bookshelf,Aluminum,Espresso,Industrial,TRUE,44x197x27
Marble Dining Table Model 7972,Dining Table,Marble,Beige,Japanese,TRUE,97x170x109
Deluxe Plywood Stool Model 3397,Stool,Plywood,Mahogany,Bohemian,FALSE,57x119x95
Leather Nightstand Model 9045,Nightstand,Leather,Black,Minimalist,TRUE,68x96x178
Teak Nightstand Model 3164,Nightstand,Teak,Black,Mid-Century,FALSE,126x162x184
Fabric Desk Model 5348,Desk,Fabric,Natural,Minimalist,FALSE,106x35x125
Wicker Dresser Model 1918,Dresser,Wicker,Gray,Bohemian,FALSE,84x137x197
Modern Leather Table Model 6035,Table,Leather,Mahogany,Mid-Century,TRUE,108x17x49
Walnut Armchair Model 1382,Armchair,Walnut,Cream,Japanese,FALSE,26x37x16
Plastic Dining Table Model 3372,Dining Table,Plastic,Beige,Japanese,TRUE,101x182x140
Corner Marble Coffee Table Model 1262,Coffee Table,Marble,Yellow,Contemporary,TRUE,82x144x86
Modern Leather Wardrobe Model 5294,Wardrobe,Leather,Cream,Minimalist,TRUE,80x193x54
Marble Cabinet Model 7954,Cabinet,Marble,Green,Japanese,TRUE,73x152x56
Fabric Sofa Model 6125,Sofa,Fabric,Mahogany,Scandinavian,TRUE,152x115x120
Bamboo Armchair Model 4471,Armchair,Bamboo,Oak Finish,Scandinavian,FALSE,133x92x120
Leather Armchair Model 5763,Armchair,Leather,Mahogany,Minimalist,FALSE,67x125x152
Slim Teak Recliner Model 6727,Recliner,Teak,Cream,Contemporary,TRUE,30x143x168
Oak Recliner Model 9498,Recliner,Oak,White,Rustic,FALSE,14x120x60
Slim Fabric Stool Model 8467,Stool,Fabric,Cream,Contemporary,TRUE,191x115x123
Premium Aluminum Stool Model 9501,Stool,Aluminum,Oak Finish,Bohemian,TRUE,96x178x197
Leather Dresser Model 8915,Dresser,Leather,Brown,Japanese,TRUE,21x188x171
Plywood Desk Model 1473,Desk,Plywood,Beige,Scandinavian,FALSE,191x167x114
Oak Desk Model 2459,Desk,Oak,Oak Finish,Rustic,TRUE,81x97x163
Modern Oak Sofa Model 2194,Sofa,Oak,White,Industrial,FALSE,53x30x99
Wicker Cabinet Model 6600,Cabinet,Wicker,Oak Finish,Rustic,TRUE,74x66x88
Corner Bamboo Stool Model 6657,Stool,Bamboo,Walnut Finish,Scandinavian,FALSE,182x164x160
Modern Wood Cabinet Model 1982,Cabinet,Wood,Blue,Modern,FALSE,161x87x168
Oak Cabinet Model 5631,Cabinet,Oak,Beige,Industrial,TRUE,142x73x100
Fabric Cabinet Model 1177,Cabinet,Fabric,Natural,Bohemian,TRUE,80x163x132
Plastic Coffee Table Model 7482,Coffee Table,Plastic,White,Industrial,TRUE,136x174x21
Compact Pine Dresser Model 6119,Dresser,Pine,Oak Finish,Scandinavian,FALSE,27x127x177
Marble Armchair Model 2307,Armchair,Marble,Mahogany,Scandinavian,TRUE,127x25x19
Classic Aluminum Nightstand Model 7445,Nightstand,Aluminum,Brown,Minimalist,TRUE,50x130x40
Classic Aluminum Recliner Model 9815,Recliner,Aluminum,Oak Finish,Japanese,TRUE,123x18x174
Extendable Glass Bookshelf Model 3786,Bookshelf,Glass,Black,Minimalist,FALSE,41x130x143
Oak Dining Table Model 7588,Dining Table,Oak,White,Minimalist,TRUE,104x114x71
Bamboo Dining Table Model 5467,Dining Table,Bamboo,Beige,Bohemian,FALSE,172x180x96
Plastic Table Model 7154,Table,Plastic,Espresso,Minimalist,TRUE,116x50x142
Glass Nightstand Model 6069,Nightstand,Glass,Green,Mid-Century,TRUE,145x130x29
Deluxe Teak Bed Model 7731,Bed,Teak,Mahogany,Industrial,TRUE,40x69x72
Steel Sofa Model 9012,Sofa,Steel,Mahogany,Scandinavian,FALSE,194x83x91
Fabric Wardrobe Model 4355,Wardrobe,Fabric,Walnut Finish,Contemporary,TRUE,81x158x131
Slim Wood Bed Model 4436,Bed,Wood,Gray,Japanese,TRUE,113x28x141
Oak Bench Model 8582,Bench,Oak,Natural,Scandinavian,TRUE,119x75x82
Marble Table Model 6247,Table,Marble,Gray,Japanese,FALSE,193x176x32
Wood Wardrobe Model 3515,Wardrobe,Wood,Green,Traditional,TRUE,98x82x49
Corner Glass Dining Table Model 5600,Dining Table,Glass,Blue,Mid-Century,FALSE,37x123x88
Plastic Bookshelf Model 4989,Bookshelf,Plastic,Brown,Modern,TRUE,90x148x176
Compact Oak Desk Model 6625,Desk,Oak,Gray,Minimalist,FALSE,62x72x147
Teak Chair Model 9115,Chair,Teak,Green,Modern,TRUE,82x63x146
Classic Walnut Bed Model 7498,Bed,Walnut,Natural,Japanese,FALSE,162x171x198
Deluxe Wood Nightstand Model 3038,Nightstand,Wood,Red,Bohemian,FALSE,139x129x38
Marble Dining Table Model 4955,Dining Table,Marble,Natural,Mid-Century,TRUE,152x47x37
Marble Chair Model 1755,Chair,Marble,White,Japanese,TRUE,81x164x194
Steel Cabinet Model 6718,Cabinet,Steel,Cream,Bohemian,FALSE,128x169x59
Plywood Dresser Model 7404,Dresser,Plywood,Green,Rustic,FALSE,172x38x13
Wood Dining Table Model 9516,Dining Table,Wood,Gray,Industrial,TRUE,184x63x151
Aluminum Desk Model 4471,Desk,Aluminum,Gray,Minimalist,FALSE,183x137x44
Oak Armchair Model 3163,Armchair,Oak,Natural,Minimalist,FALSE,17x176x26
Aluminum Armchair Model 7577,Armchair,Aluminum,Natural,Bohemian,FALSE,137x113x134
Classic Bamboo Armchair Model 8725,Armchair,Bamboo,Walnut Finish,Contemporary,FALSE,138x63x164
Aluminum Recliner Model 7419,Recliner,Aluminum,Natural,Japanese,TRUE,43x168x95
Bamboo Dining Table Model 7159,Dining Table,Bamboo,Yellow,Contemporary,FALSE,138x160x72
Fabric Coffee Table Model 8070,Coffee Table,Fabric,Oak Finish,Japanese,FALSE,101x12x10
Corner Bamboo Stool Model 1917,Stool,Bamboo,Black,Rustic,TRUE,32x100x62
Wicker Bed Model 1170,Bed,Wicker,Walnut Finish,Japanese,TRUE,104x181x58
Oak Wardrobe Model 5805,Wardrobe,Oak,Beige,Minimalist,FALSE,94x111x27
Walnut Bookshelf Model 8233,Bookshelf,Walnut,Walnut Finish,Modern,FALSE,65x125x109
Eco Steel Table Model 4247,Table,Steel,Espresso,Contemporary,FALSE,183x156x140
Oak Sofa Model 6817,Sofa,Oak,Green,Traditional,TRUE,175x103x48
Plywood Bookshelf Model 4115,Bookshelf,Plywood,Mahogany,Bohemian,FALSE,23x76x193
Classic Wicker Desk Model 1349,Desk,Wicker,Yellow,Traditional,TRUE,167x71x156
Corner Oak Bench Model 9349,Bench,Oak,Espresso,Contemporary,FALSE,70x193x57
Teak Bookshelf Model 9131,Bookshelf,Teak,Brown,Minimalist,TRUE,89x176x56
Marble Bench Model 3583,Bench,Marble,Blue,Modern,FALSE,159x95x46
Classic Teak Dresser Model 3628,Dresser,Teak,Mahogany,Contemporary,FALSE,49x147x107
Aluminum Nightstand Model 1649,Nightstand,Aluminum,Black,Japanese,TRUE,96x162x18
Deluxe Glass Bed Model 8561,Bed,Glass,White,Minimalist,FALSE,31x76x140
Eco Aluminum Cabinet Model 1299,Cabinet,Aluminum,Brown,Industrial,FALSE,139x143x152
Compact Walnut Nightstand Model 8270,Nightstand,Walnut,Walnut Finish,Minimalist,FALSE,78x53x173
Premium Wood Coffee Table Model 6815,Coffee Table,Wood,Beige,Minimalist,TRUE,105x160x166
Extendable Plastic Sofa Model 6191,Sofa,Plastic,Espresso,Industrial,FALSE,162x91x114
Premium Fabric Sofa Model 8720,Sofa,Fabric,White,Japanese,FALSE,168x152x138
Fabric Stool Model 4606,Stool,Fabric,Gray,Bohemian,TRUE,34x98x176
Fabric Desk Model 4291,Desk,Fabric,Walnut Finish,Mid-Century,TRUE,41x146x87
Bamboo Bookshelf Model 1276,Bookshelf,Bamboo,Red,Contemporary,TRUE,148x82x84
Eco Marble Chair Model 3751,Chair,Marble,Natural,Japanese,FALSE,140x49x92
Classic Glass Armchair Model 1364,Armchair,Glass,Black,Industrial,TRUE,125x72x171
Deluxe Plastic Nightstand Model 4813,Nightstand,Plastic,Natural,Minimalist,TRUE,34x116x81
Bamboo Armchair Model 1996,Armchair,Bamboo,Mahogany,Minimalist,FALSE,18x169x194
Glass Dresser Model 9784,Dresser,Glass,Red,Modern,FALSE,28x15x43
Corner Teak Bed Model 7565,Bed,Teak,Mahogany,Rustic,TRUE,154x180x62
Pine Desk Model 7412,Desk,Pine,White,Japanese,TRUE,100x53x185
Teak Bench Model 2294,Bench,Teak,Natural,Modern,FALSE,154x90x15
Fabric Wardrobe Model 1187,Wardrobe,Fabric,Cream,Japanese,FALSE,56x45x92
Modern Steel Chair Model 9084,Chair,Steel,Walnut Finish,Mid-Century,FALSE,185x82x149
Marble Chair Model 4263,Chair,Marble,Walnut Finish,Scandinavian,TRUE,114x14x189
Plywood Wardrobe Model 1293,Wardrobe,Plywood,Brown,Mid-Century,TRUE,117x120x23
Compact Fabric Nightstand Model 6262,Nightstand,Fabric,Yellow,Bohemian,TRUE,28x197x34
Oak Desk Model 9249,Desk,Oak,Oak Finish,Minimalist,TRUE,31x141x190
Pine Armchair Model 8075,Armchair,Pine,Natural,Modern,FALSE,185x75x78
Slim Steel Nightstand Model 7740,Nightstand,Steel,Green,Traditional,TRUE,72x76x17
Eco Marble Wardrobe Model 6295,Wardrobe,Marble,Red,Contemporary,TRUE,45x170x126
Glass Wardrobe Model 2897,Wardrobe,Glass,Yellow,Industrial,TRUE,185x199x107
Plastic Nightstand Model 5604,Nightstand,Plastic,Blue,Traditional,TRUE,115x44x24
Pine Bench Model 6478,Bench,Pine,White,Mid-Century,FALSE,25x124x50
Compact Wood Nightstand Model 4113,Nightstand,Wood,Oak Finish,Traditional,TRUE,47x22x116
Corner Pine Desk Model 6262,Desk,Pine,White,Japanese,FALSE,96x51x152
Glass Sofa Model 8674,Sofa,Glass,Brown,Traditional,FALSE,91x48x67
Vintage Leather Cabinet Model 1530,Cabinet,Leather,Green,Modern,TRUE,40x144x115
Wood Desk Model 1705,Desk,Wood,Espresso,Minimalist,FALSE,91x26x72
Walnut Chair Model 7425,Chair,Walnut,Yellow,Traditional,FALSE,56x180x114
Classic Plywood Wardrobe Model 9051,Wardrobe,Plywood,Yellow,Mid-Century,TRUE,84x96x106
Deluxe Steel Desk Model 6415,Desk,Steel,Blue,Minimalist,TRUE,38x112x155
Marble Sofa Model 8946,Sofa,Marble,Walnut Finish,Minimalist,FALSE,39x179x155
Plastic Table Model 1804,Table,Plastic,Blue,Rustic,FALSE,194x137x144
Marble Cabinet Model 1918,Cabinet,Marble,White,Rustic,FALSE,119x113x28
Teak Sofa Model 1941,Sofa,Teak,Beige,Mid-Century,FALSE,78x166x151
Classic Wood Table Model 1646,Table,Wood,Green,Modern,TRUE,39x105x104
Premium Walnut Dining Table Model 6193,Dining Table,Walnut,Red,Mid-Century,TRUE,104x168x50
Oak Bookshelf Model 6822,Bookshelf,Oak,Brown,Rustic,TRUE,125x121x92
Fabric Wardrobe Model 2596,Wardrobe,Fabric,Beige,Contemporary,FALSE,169x71x169
Corner Fabric Armchair Model 6036,Armchair,Fabric,Blue,Modern,TRUE,137x200x85
Aluminum Cabinet Model 1020,Cabinet,Aluminum,Black,Scandinavian,FALSE,200x64x115
Compact Wood Table Model 6276,Table,Wood,Black,Rustic,TRUE,72x43x169
Modern Pine Sofa Model 1554,Sofa,Pine,Brown,Scandinavian,FALSE,160x64x193
Slim Glass Bench Model 4149,Bench,Glass,Beige,Rustic,TRUE,186x140x87
Eco Leather Dining Table Model 1417,Dining Table,Leather,Natural,Traditional,TRUE,176x78x162
Plywood Chair Model 4811,Chair,Plywood,Gray,Industrial,TRUE,155x59x107
Classic Walnut Chair Model 8753,Chair,Walnut,Espresso,Minimalist,FALSE,61x32x28
Teak Nightstand Model 9021,Nightstand,Teak,Cream,Bohemian,FALSE,185x54x70
Classic Wicker Dining Table Model 7636,Dining Table,Wicker,Beige,Scandinavian,TRUE,191x106x29
Glass Chair Model 9580,Chair,Glass,Natural,Industrial,FALSE,50x111x64
Wood Wardrobe Model 5830,Wardrobe,Wood,Mahogany,Minimalist,FALSE,105x28x95
Extendable Marble Coffee Table Model 3565,Coffee Table,Marble,Beige,Industrial,TRUE,189x150x27
Bamboo Desk Model 2116,Desk,Bamboo,Walnut Finish,Japanese,TRUE,129x130x188
Steel Table Model 4062,Table,Steel,Yellow,Contemporary,FALSE,175x39x126
Leather Bench Model 6398,Bench,Leather,Red,Contemporary,FALSE,111x121x41
Steel Cabinet Model 9016,Cabinet,Steel,Mahogany,Mid-Century,FALSE,196x76x89
Wicker Sofa Model 6897,Sofa,Wicker,Oak Finish,Bohemian,TRUE,133x95x163
Corner Plastic Desk Model 4533,Desk,Plastic,Beige,Modern,TRUE,139x13x34
Marble Desk Model 6763,Desk,Marble,Cream,Minimalist,FALSE,91x124x58
Aluminum Bench Model 1571,Bench,Aluminum,Green,Rustic,TRUE,188x194x87
Glass Bed Model 5336,Bed,Glass,Black,Japanese,FALSE,46x137x89
Deluxe Oak Chair Model 8074,Chair,Oak,Brown,Minimalist,TRUE,27x172x55
Vintage Glass Chair Model 7918,Chair,Glass,Beige,Scandinavian,FALSE,125x57x156
Leather Cabinet Model 4196,Cabinet,Leather,Espresso,Industrial,TRUE,163x99x41
Glass Bed Model 2361,Bed,Glass,Oak Finish,Traditional,TRUE,47x49x122
Steel Dining Table Model 5169,Dining Table,Steel,Blue,Contemporary,FALSE,188x31x32
Corner Oak Recliner Model 3578,Recliner,Oak,Brown,Scandinavian,FALSE,139x65x32
Aluminum Stool Model 6745,Stool,Aluminum,Yellow,Mid-Century,TRUE,84x17x169
Corner Teak Armchair Model 2531,Armchair,Teak,Black,Contemporary,FALSE,88x68x112
Plywood Cabinet Model 5369,Cabinet,Plywood,Espresso,Mid-Century,TRUE,153x128x58
Slim Fabric Sofa Model 6149,Sofa,Fabric,Mahogany,Contemporary,FALSE,84x51x140
Vintage Plywood Bookshelf Model 6196,Bookshelf,Plywood,Oak Finish,Bohemian,FALSE,26x134x186
Plywood Nightstand Model 3435,Nightstand,Plywood,Beige,Bohemian,FALSE,51x178x166
Teak Chair Model 4678,Chair,Teak,Cream,Japanese,TRUE,110x41x20
Bamboo Cabinet Model 2738,Cabinet,Bamboo,Black,Modern,FALSE,18x86x15
Oak Wardrobe Model 9915,Wardrobe,Oak,Walnut Finish,Mid-Century,FALSE,68x131x86
Wicker Chair Model 8584,Chair,Wicker,White,Modern,TRUE,21x137x71
Pine Recliner Model 7819,Recliner,Pine,Natural,Modern,TRUE,118x43x158
Bamboo Bench Model 8396,Bench,Bamboo,Black,Japanese,FALSE,178x136x121
Teak Recliner Model 2086,Recliner,Teak,Mahogany,Rustic,FALSE,23x113x78
Teak Bench Model 9863,Bench,Teak,Beige,Contemporary,FALSE,78x180x44
Wicker Wardrobe Model 9308,Wardrobe,Wicker,Natural,Rustic,FALSE,100x66x138
Premium Bamboo Dining Table Model 6180,Dining Table,Bamboo,Mahogany,Rustic,FALSE,55x136x116
Fabric Dining Table Model 6620,Dining Table,Fabric,Gray,Modern,FALSE,79x33x187
Vintage Teak Armchair Model 3990,Armchair,Teak,Beige,Industrial,FALSE,147x37x151
Eco Bamboo Dining Table Model 7403,Dining Table,Bamboo,Blue,Japanese,FALSE,116x186x161
Premium Walnut Recliner Model 1021,Recliner,Walnut,Red,Modern,TRUE,121x188x70
Extendable Aluminum Wardrobe Model 3994,Wardrobe,Aluminum,Oak Finish,Rustic,TRUE,145x143x173
Modern Wood Recliner Model 6437,Recliner,Wood,Walnut Finish,Japanese,TRUE,110x56x131
Wicker Desk Model 2923,Desk,Wicker,Beige,Bohemian,TRUE,26x170x75
Oak Table Model 9216,Table,Oak,Beige,Rustic,TRUE,115x39x98
Fabric Wardrobe Model 2123,Wardrobe,Fabric,Black,Scandinavian,FALSE,42x130x105
Plywood Armchair Model 4015,Armchair,Plywood,Gray,Industrial,TRUE,117x34x38
Leather Dresser Model 6658,Dresser,Leather,Beige,Traditional,FALSE,82x148x12
Teak Desk Model 4784,Desk,Teak,Mahogany,Industrial,FALSE,50x71x91
Corner Plywood Bookshelf Model 8097,Bookshelf,Plywood,Blue,Traditional,TRUE,180x177x142
Leather Wardrobe Model 5725,Wardrobe,Leather,Natural,Mid-Century,TRUE,110x166x143
Extendable Wicker Sofa Model 8137,Sofa,Wicker,Blue,Minimalist,FALSE,188x23x181
Fabric Wardrobe Model 2907,Wardrobe,Fabric,Cream,Minimalist,TRUE,84x57x78
Wicker Cabinet Model 7445,Cabinet,Wicker,Beige,Rustic,TRUE,61x72x96
Steel Recliner Model 9961,Recliner,Steel,Red,Bohemian,FALSE,59x139x79
Wood Bookshelf Model 8409,Bookshelf,Wood,Beige,Rustic,TRUE,130x167x125
Bamboo Cabinet Model 3275,Cabinet,Bamboo,Natural,Traditional,FALSE,200x28x86
Wood Table Model 7175,Table,Wood,Oak Finish,Rustic,TRUE,145x137x163
Fabric Sofa Model 2800,Sofa,Fabric,Gray,Bohemian,FALSE,125x97x48
Walnut Bookshelf Model 2874,Bookshelf,Walnut,Blue,Scandinavian,TRUE,176x18x187
Steel Bed Model 1825,Bed,Steel,Mahogany,Contemporary,FALSE,74x171x153
Eco Aluminum Bench Model 3247,Bench,Aluminum,Black,Modern,FALSE,118x72x58
Slim Bamboo Dresser Model 9768,Dresser,Bamboo,Black,Mid-Century,FALSE,161x21x35
Fabric Armchair Model 1849,Armchair,Fabric,Natural,Bohemian,FALSE,68x60x129
Plywood Chair Model 4870,Chair,Plywood,Black,Traditional,FALSE,198x96x26
Vintage Plywood Bookshelf Model 7684,Bookshelf,Plywood,Walnut Finish,Industrial,FALSE,192x188x156
Classic Wicker Chair Model 3951,Chair,Wicker,Brown,Minimalist,TRUE,111x131x41
Slim Wicker Desk Model 1184,Desk,Wicker,Beige,Rustic,FALSE,24x139x178
Deluxe Pine Dresser Model 8172,Dresser,Pine,Mahogany,Japanese,FALSE,22x13x200
Marble Recliner Model 1973,Recliner,Marble,Red,Rustic,FALSE,121x142x99
Eco Plastic Coffee Table Model 3490,Coffee Table,Plastic,Brown,Traditional,TRUE,73x74x146
Marble Coffee Table Model 7660,Coffee Table,Marble,Blue,Rustic,TRUE,42x55x13
Slim Leather Armchair Model 6948,Armchair,Leather,Brown,Bohemian,FALSE,186x167x96
Compact Aluminum Dining Table Model 5328,Dining Table,Aluminum,Cream,Mid-Century,TRUE,86x178x41
Bamboo Cabinet Model 5711,Cabinet,Bamboo,Mahogany,Industrial,TRUE,173x130x15
Fabric Dresser Model 7429,Dresser,Fabric,Blue,Scandinavian,FALSE,141x105x132
Glass Nightstand Model 7271,Nightstand,Glass,Yellow,Modern,TRUE,58x169x77
Slim Bamboo Coffee Table Model 4779,Coffee Table,Bamboo,Espresso,Traditional,FALSE,111x32x106
Modern Marble Stool Model 9576,Stool,Marble,Beige,Rustic,FALSE,48x48x96
Modern Aluminum Sofa Model 8879,Sofa,Aluminum,Espresso,Minimalist,FALSE,63x55x88
Plywood Dining Table Model 4717,Dining Table,Plywood,Natural,Bohemian,TRUE,170x144x11
Wicker Bench Model 1575,Bench,Wicker,Brown,Scandinavian,TRUE,166x170x165
Slim Marble Dresser Model 1871,Dresser,Marble,Espresso,Bohemian,FALSE,157x64x96
Compact Leather Table Model 8424,Table,Leather,Black,Mid-Century,TRUE,18x126x99
Slim Steel Bed Model 8052,Bed,Steel,Gray,Rustic,FALSE,190x152x38
Classic Glass Table Model 3250,Table,Glass,White,Japanese,TRUE,134x66x183
Bamboo Desk Model 6278,Desk,Bamboo,Black,Minimalist,FALSE,63x26x46
Classic Plywood Bookshelf Model 5099,Bookshelf,Plywood,Green,Mid-Century,FALSE,11x86x72
Eco Bamboo Armchair Model 2147,Armchair,Bamboo,Black,Rustic,FALSE,193x67x117
Modern Walnut Chair Model 5331,Chair,Walnut,Green,Industrial,TRUE,19x21x99
Slim Aluminum Armchair Model 7121,Armchair,Aluminum,Gray,Traditional,TRUE,139x53x68
Vintage Teak Dresser Model 8966,Dresser,Teak,Black,Bohemian,FALSE,198x188x150
Plywood Bed Model 6042,Bed,Plywood,Red,Minimalist,TRUE,83x85x43
Classic Glass Dresser Model 2615,Dresser,Glass,Blue,Scandinavian,TRUE,65x181x172
Plastic Desk Model 6023,Desk,Plastic,Walnut Finish,Mid-Century,FALSE,155x43x136
Classic Bamboo Bed Model 2168,Bed,Bamboo,Blue,Minimalist,TRUE,189x99x191
Walnut Armchair Model 8489,Armchair,Walnut,Oak Finish,Traditional,TRUE,153x136x139
Steel Wardrobe Model 7848,Wardrobe,Steel,Red,Contemporary,FALSE,168x176x67
Leather Stool Model 5930,Stool,Leather,Yellow,Industrial,FALSE,135x57x17
Deluxe Wood Cabinet Model 3677,Cabinet,Wood,Gray,Minimalist,TRUE,40x76x116
Compact Glass Bed Model 4721,Bed,Glass,Walnut Finish,Contemporary,FALSE,60x185x178
Marble Wardrobe Model 6300,Wardrobe,Marble,White,Industrial,TRUE,200x81x165
Fabric Stool Model 1727,Stool,Fabric,Mahogany,Modern,TRUE,128x111x57
Classic Teak Bench Model 1105,Bench,Teak,Mahogany,Modern,TRUE,115x80x20
Wood Bookshelf Model 8670,Bookshelf,Wood,Gray,Traditional,FALSE,43x39x38
Corner Leather Table Model 5531,Table,Leather,Yellow,Japanese,TRUE,37x87x175
Premium Steel Cabinet Model 2837,Cabinet,Steel,Yellow,Traditional,TRUE,74x83x26
Pine Bench Model 7826,Bench,Pine,Natural,Modern,FALSE,181x30x97
Marble Table Model 9101,Table,Marble,Yellow,Minimalist,FALSE,108x144x32
Compact Plywood Bed Model 4639,Bed,Plywood,Gray,Rustic,TRUE,163x66x34
Marble Bookshelf Model 3198,Bookshelf,Marble,Gray,Traditional,TRUE,50x63x103
Glass Coffee Table Model 3739,Coffee Table,Glass,Brown,Mid-Century,FALSE,52x196x79
Steel Armchair Model 4824,Armchair,Steel,Walnut Finish,Traditional,FALSE,91x52x123
Teak Armchair Model 1089,Armchair,Teak,Mahogany,Industrial,TRUE,182x74x12
Vintage Leather Dresser Model 1661,Dresser,Leather,Brown,Contemporary,FALSE,179x83x12
Oak Dining Table Model 8427,Dining Table,Oak,Brown,Bohemian,TRUE,135x47x133
Modern Walnut Recliner Model 4597,Recliner,Walnut,Mahogany,Minimalist,TRUE,62x172x108
Deluxe Oak Bench Model 5795,Bench,Oak,Blue,Bohemian,TRUE,11x17x28
Classic Marble Nightstand Model 3988,Nightstand,Marble,Natural,Industrial,TRUE,22x159x52
Deluxe Plywood Cabinet Model 6068,Cabinet,Plywood,Beige,Industrial,FALSE,104x108x118
Wood Stool Model 7207,Stool,Wood,Yellow,Japanese,FALSE,150x23x83
Wood Bookshelf Model 7661,Bookshelf,Wood,Walnut Finish,Bohemian,FALSE,89x114x104
Wicker Bed Model 8952,Bed,Wicker,Red,Modern,TRUE,187x69x22
Aluminum Table Model 4320,Table,Aluminum,Beige,Contemporary,FALSE,157x178x42
Pine Bookshelf Model 6373,Bookshelf,Pine,Brown,Minimalist,TRUE,131x89x175
Teak Desk Model 3320,Desk,Teak,Yellow,Contemporary,TRUE,60x192x134
Eco Plastic Bookshelf Model 1166,Bookshelf,Plastic,Natural,Japanese,FALSE,145x157x133
Marble Recliner Model 8081,Recliner,Marble,Natural,Industrial,FALSE,87x87x44
Teak Cabinet Model 7662,Cabinet,Teak,Black,Bohemian,TRUE,187x138x120
Marble Recliner Model 4833,Recliner,Marble,Espresso,Mid-Century,FALSE,168x120x58
Fabric Nightstand Model 4270,Nightstand,Fabric,White,Scandinavian,FALSE,42x182x113
Wicker Chair Model 5681,Chair,Wicker,Mahogany,Mid-Century,FALSE,127x91x145
Slim Wood Sofa Model 7044,Sofa,Wood,Natural,Modern,FALSE,26x55x76
Classic Fabric Nightstand Model 9863,Nightstand,Fabric,Gray,Mid-Century,TRUE,47x11x184
Aluminum Dresser Model 9096,Dresser,Aluminum,Oak Finish,Contemporary,TRUE,123x143x157
Oak Coffee Table Model 9628,Coffee Table,Oak,Black,Mid-Century,TRUE,48x179x44
Plywood Nightstand Model 2707,Nightstand,Plywood,Natural,Traditional,FALSE,125x68x50
Aluminum Desk Model 3210,Desk,Aluminum,White,Industrial,TRUE,33x126x101
Aluminum Wardrobe Model 9697,Wardrobe,Aluminum,Green,Traditional,TRUE,52x25x167
Compact Aluminum Bed Model 4412,Bed,Aluminum,Brown,Scandinavian,TRUE,194x117x30
Corner Pine Bookshelf Model 8926,Bookshelf,Pine,Blue,Bohemian,FALSE,132x60x15
Oak Cabinet Model 5766,Cabinet,Oak,Walnut Finish,Industrial,FALSE,188x123x30
Leather Bookshelf Model 4373,Bookshelf,Leather,Red,Industrial,TRUE,169x49x41
Oak Dresser Model 2843,Dresser,Oak,Red,Japanese,TRUE,134x77x12
Steel Stool Model 5735,Stool,Steel,Green,Traditional,FALSE,78x71x76
Bamboo Bed Model 6905,Bed,Bamboo,Beige,Modern,FALSE,176x119x182
Premium Steel Nightstand Model 3330,Nightstand,Steel,Blue,Japanese,FALSE,97x165x153
Steel Cabinet Model 2917,Cabinet,Steel,Yellow,Rustic,FALSE,114x72x140
Steel Dining Table Model 1444,Dining Table,Steel,Beige,Traditional,FALSE,12x171x67
Glass Chair Model 4636,Chair,Glass,White,Minimalist,FALSE,161x164x195
Eco Glass Nightstand Model 3966,Nightstand,Glass,Yellow,Mid-Century,FALSE,14x10x172
Vintage Oak Dining Table Model 3293,Dining Table,Oak,Espresso,Rustic,TRUE,102x155x135
Marble Dresser Model 8599,Dresser,Marble,Oak Finish,Bohemian,FALSE,32x20x109
Walnut Table Model 4810,Table,Walnut,Black,Modern,TRUE,67x44x51
Plywood Stool Model 6813,Stool,Plywood,White,Industrial,TRUE,60x186x136
Wicker Bookshelf Model 6488,Bookshelf,Wicker,Gray,Bohemian,TRUE,109x131x190
Walnut Wardrobe Model 2323,Wardrobe,Walnut,Black,Scandinavian,TRUE,140x52x74
Compact Marble Bench Model 4057,Bench,Marble,Walnut Finish,Bohemian,FALSE,46x81x186
Glass Bookshelf Model 1809,Bookshelf,Glass,Yellow,Bohemian,FALSE,188x23x127
Modern Marble Stool Model 1066,Stool,Marble,Oak Finish,Modern,FALSE,171x17x199
Steel Armchair Model 9696,Armchair,Steel,Cream,Japanese,FALSE,104x61x186
Marble Bench Model 6932,Bench,Marble,Mahogany,Contemporary,TRUE,103x174x61
Wood Cabinet Model 3795,Cabinet,Wood,Mahogany,Traditional,FALSE,70x79x48
Plywood Bookshelf Model 1147,Bookshelf,Plywood,Yellow,Minimalist,FALSE,53x193x196
Wood Table Model 5309,Table,Wood,Mahogany,Bohemian,FALSE,41x170x90
Plywood Armchair Model 4468,Armchair,Plywood,Red,Traditional,TRUE,78x113x191
Oak Coffee Table Model 3792,Coffee Table,Oak,Brown,Traditional,FALSE,61x145x168
Bamboo Dining Table Model 4027,Dining Table,Bamboo,Natural,Modern,FALSE,155x194x166
Premium Teak Stool Model 6246,Stool,Teak,Natural,Japanese,FALSE,53x199x83
Plastic Bookshelf Model 3921,Bookshelf,Plastic,White,Contemporary,TRUE,141x59x49
Wicker Bench Model 7151,Bench,Wicker,Black,Scandinavian,TRUE,133x175x147
Teak Desk Model 8513,Desk,Teak,Red,Scandinavian,TRUE,71x121x167
